"","ReefID","score","DHW_25km_max_98","DHW_25km_max","region","Long_unique","Lat_unique","X","Y","bin.score","year"
"1571","21-201",1,3.34,8.28,"South",152.460007,-21.07,-5271.40373474768,2748.79739036824,0,"2002"
"1572","21-202",2,2.71,7.67,"South",152.206177,-21.075233,-5258.98932817255,2772.0259943469,0,"2002"
"1573","21-203",2,2.71,7.67,"South",152.240005,-21.09,-5260.10236843951,2768.64544263612,0,"2002"
"1574","21-204",2,3.34,8.28,"South",152.279999,-21.09,-5262.03367603201,2764.97307505838,0,"2002"
"1575","21-205",1,3.34,8.28,"South",152.5,-21.09,-5272.61164199982,2744.74789118065,0,"2002"
"1580","21-210",2,3.34,8.28,"South",152.309998,-21.110001,-5262.77169965209,2761.84554787634,0,"2002"
"1581","21-211",2,3.34,8.28,"South",152.350006,-21.1,-5265.05363342568,2758.35585890682,0,"2002"
"1583","21-213",2,2.71,7.67,"South",152.199997,-21.1,-5257.8138044335,2772.13109450529,0,"2002"
"1588","21-218",1,3.34,8.28,"South",152.490005,-21.139999,-5270.35640080733,2744.74252961703,0,"2002"
"1589","21-219",2,2.71,7.67,"South",152.190002,-21.139999,-5255.91263829687,2772.30057605782,0,"2002"
"1590","21-220",1,2.71,7.67,"South",152.149734,-21.161211,-5253.2104628986,2775.59621341262,0,"2002"
"1592","21-225",1,2.71,7.67,"South",152.100006,-21.200001,-5249.42222172526,2779.42529052941,0,"2002"
"1593","21-232",2,3.34,8.28,"South",152.49884,-21.207537,-5268.37353921358,2742.67724296806,0,"2002"
"1594","21-235",0,2.71,7.67,"South",152.009995,-21.219999,-5244.33890584701,2787.29107338423,0,"2002"
"1597","21-238",1,3.34,8.28,"South",152.5,-21.23,-5267.62719179607,2742.15315063946,0,"2002"
"1602","21-246",2,3.12,6.7,"South",152.490005,-21.32,-5263.92814846546,2741.39476786204,0,"2002"
"1605","21-256",2,3.12,6.7,"South",152.479996,-21.360001,-5262.01371840495,2741.56639374082,0,"2002"
"1610","21-286",1,3.55,9,"South",152.520004,-21.18,-5270.36835098471,2741.24181749641,0,"2002"
"1612","21-290",2,3.55,9,"South",152.520004,-21.200001,-5269.65515814903,2740.87086922583,0,"2002"
"1616","21-297",1,3.12,7.08,"South",152.520004,-21.360001,-5263.92679261982,2737.89141236649,0,"2002"
"1617","21-298",1,3.12,7.08,"South",152.502975,-21.385641,-5262.19118028859,2738.97607687457,0,"2002"
"1620","21-300a",2,3.12,7.08,"South",152.510361,-21.397877,-5262.10398659478,2738.06863615277,0,"2002"
"1621","21-303",1,3.12,7.08,"South",152.520004,-21.469999,-5259.96479910119,2735.83068689331,0,"2002"
"1623","21-305",0,3.12,7.08,"South",152.559998,-21.49,-5261.15044396008,2731.78314117932,0,"2002"
"1651","21-438",0,4.29,5.99,"South",151.813477,-21.515192,-5224.20679384567,2799.61318269417,0,"2002"
"1654","21-441",0,4.29,5.99,"South",151.776337,-21.528206,-5221.92319007547,2802.74794855173,0,"2002"
"1655","21-442",0,4.29,5.99,"South",151.917374,-21.528034,-5228.81268686242,2789.88869669298,0,"2002"
"1657","21-446",0,4.29,5.99,"South",151.933304,-21.578972,-5227.75206089967,2787.4558025336,0,"2002"
"1669","21-481",1,3.47,5.22,"South",152.008316,-21.57378,-5231.58440391101,2780.70885360229,0,"2002"
"1670","21-488",0,3.47,5.22,"South",152.077286,-21.595762,-5234.13338766547,2773.98822546683,0,"2002"
"1671","21-489",0,3.47,5.22,"South",152.192139,-21.606262,-5239.30331736046,2763.28999371399,0,"2002"
"1672","21-490",0,3.45,5.09,"South",152.373795,-21.609734,-5247.9120050566,2746.59902151694,0,"2002"
"1673","21-491",0,3.45,5.09,"South",152.474442,-21.612307,-5252.63519524695,2737.32749576437,0,"2002"
"1674","21-492",0,3.47,5.22,"South",152.210297,-21.61426,-5239.88902892999,2761.47672546714,0,"2002"
"1676","21-495",0,3.45,5.09,"South",152.4021,-21.62933,-5248.55674686746,2743.634217284,0,"2002"
"1677","21-496",0,3.45,5.09,"South",152.476791,-21.648161,-5251.44414928562,2736.4330386493,0,"2002"
"1678","21-498",0,3.45,5.09,"South",152.266342,-21.637598,-5241.74118582554,2755.90483188919,0,"2002"
"1679","21-499",0,3.45,5.09,"South",152.453629,-21.664953,-5249.72655361171,2738.23705618384,0,"2002"
"1680","21-500",0,3.45,5.09,"South",152.401093,-21.671631,-5246.97060663824,2742.9224955414,0,"2002"
"1681","21-501",0,3.45,5.09,"South",152.44487,-21.680855,-5248.72894574538,2738.73748068187,0,"2002"
"1683","21-507",0,3.45,5.09,"South",152.45224,-21.709051,-5248.05359559603,2737.52628997556,0,"2002"
"1684","21-511",0,3.45,5.09,"South",152.430115,-21.735571,-5246.02862102269,2739.04750613227,0,"2002"
"1685","21-514",0,4.71,5.77,"South",152.419983,-21.758564,-5244.70453479834,2739.53657367148,0,"2002"
"1686","21-518",0,4.71,5.77,"South",152.453003,-21.785118,-5245.31145914043,2736.00706106417,0,"2002"
"1687","21-519",0,4.71,5.77,"South",152.381287,-21.799557,-5241.35461537035,2742.29405013848,0,"2002"
"1688","21-520",0,4.71,5.77,"South",152.475342,-21.80398,-5245.68723366453,2733.60189961248,0,"2002"
"1689","21-521",0,4.71,5.77,"South",152.452576,-21.807045,-5244.48840099937,2735.62746480751,0,"2002"
"1691","21-527",0,4.71,5.77,"South",152.465851,-21.838415,-5243.97226844398,2733.81285535413,0,"2002"
"1696","21-538",0,4.71,5.77,"South",152.445251,-21.883566,-5241.331635739,2734.8332912747,0,"2002"
"1699","21-546",0,4.71,5.77,"South",152.490921,-21.932003,-5241.72751882472,2729.72640059743,0,"2002"
"1700","21-548",0,4.71,5.77,"South",152.456787,-21.938763,-5239.85138000902,2732.71883321342,0,"2002"
"1704","21-556",0,4.71,5.77,"South",152.478394,-21.982168,-5239.28088372724,2729.9085988614,0,"2002"
"1706","21-558",1,3.3,5.94,"South",152.539993,-21.559999,-5257.66223715034,2732.30301279584,0,"2002"
"1707","21-559",0,3.3,5.94,"South",152.529999,-21.58,-5256.46012245089,2732.84289619438,0,"2002"
"1708","21-560",0,3.3,5.94,"South",152.539993,-21.67,-5253.66417107036,2730.22529697787,0,"2002"
"1709","21-562",0,3.3,5.94,"South",152.558945,-21.724174,-5252.59052277476,2727.46107585102,0,"2002"
"1710","21-565",0,5.07,6.18,"South",152.589996,-21.790001,-5251.65928950641,2723.36504801153,0,"2002"
"1711","21-566",0,5.07,6.18,"South",152.630005,-21.83,-5252.09223725698,2718.93752166191,0,"2002"
"1712","21-570",0,5.07,6.18,"South",152.639999,-21.85,-5251.83163862704,2717.64114502781,0,"2002"
"1713","21-575",0,5.07,6.18,"South",152.660004,-21.9,-5250.94011432273,2714.85592418672,0,"2002"
"1714","21-579",0,5.07,6.18,"South",152.669998,-21.91,-5251.04505334873,2713.74951461996,0,"2002"
"1715","21-582",0,5.07,6.18,"South",152.679993,-21.940001,-5250.41169331033,2712.26176069133,0,"2002"
"1716","21-586",0,5.07,6.18,"South",152.699997,-21.969999,-5250.25011022427,2709.8564993511,0,"2002"
"1745","22-086",3,6.68,6.88,"South",152.449753,-22.014599,-5236.7179781901,2731.90248848905,1,"2002"
"1749","22-097",0,6.68,6.88,"South",152.444366,-22.170063,-5230.69705319956,2729.38714771845,0,"2002"
"1750","22-098",0,6.68,6.88,"South",152.492126,-22.200321,-5231.84354323246,2724.43926661347,0,"2002"
"1751","22-099",0,6.53,7.65,"South",152.403763,-22.263735,-5225.27121952387,2731.26882182204,0,"2002"
"1752","22-103",0,6.21,6.84,"South",152.729996,-22.01,-5250.18783270733,2706.34409111971,0,"2002"
"1753","22-105",0,6.21,6.84,"South",152.504196,-22.060776,-5237.60250984816,2726.03579460047,0,"2002"
"1754","22-106",0,6.21,6.84,"South",152.740005,-22.059999,-5248.80635687086,2704.47152645584,0,"2002"
"1755","22-111",0,6.21,6.84,"South",152.519348,-22.076481,-5237.74114478737,2724.34783711641,0,"2002"
"1756","22-115",0,6.21,6.84,"South",152.530182,-22.106079,-5237.15800078076,2722.7864405325,0,"2002"
"1757","22-116",0,6.21,6.84,"South",152.740005,-22.1,-5247.32007840976,2703.70571466834,0,"2002"
"1758","22-121",0,6.21,6.84,"South",152.740005,-22.120001,-5246.57596142093,2703.32230498015,0,"2002"
"1759","22-122",0,6.21,6.84,"South",152.53273,-22.1453,-5235.82165081075,2721.79590416121,0,"2002"
"1761","22-124",0,5.53,7.3,"South",152.759995,-22.15,-5246.40132592521,2700.91636134884,0,"2002"
"1762","22-125",0,6.21,6.84,"South",152.551605,-22.156,-5236.31991036752,2719.86413286004,0,"2002"
"1765","22-131",0,5.53,7.3,"South",152.759995,-22.190001,-5244.9090258182,2700.14810563894,0,"2002"
"1766","22-133",0,6.21,6.84,"South",152.75,-22.209999,-5243.69096866435,2700.67831253881,0,"2002"
"1769","22-140",0,5.98,7.42,"South",152.729996,-22.27,-5240.50321040512,2701.35190394899,0,"2002"
"1771","22-142",0,5.98,7.42,"South",152.729996,-22.299999,-5239.37884357899,2700.77232020588,0,"2002"
"1772","22-143",0,5.98,7.42,"South",152.720001,-22.33,-5237.78184887355,2701.1057067652,0,"2002"
"1774","22-145",0,5.98,7.42,"South",152.729996,-22.35,-5237.50160699824,2699.80465042152,0,"2002"
"1775","22-146b",0,5.98,7.42,"South",152.556534,-22.382977,-5228.06567463748,2715.00561931301,0,"2002"
"1776","22-147a",0,5.98,7.42,"South",152.690002,-22.360001,-5235.23997397266,2703.26585123265,0,"2002"
"1777","22-147b",0,5.98,7.42,"South",152.720001,-22.360001,-5236.6546358294,2700.52440695659,0,"2002"
"1778","22-148b",0,5.98,7.42,"South",152.62677,-22.388649,-5231.17663269323,2708.48432113646,0,"2002"
"1781","23-001",4,7.04,8.52,"South",150.880005,-23.040001,-5121.75386732653,2853.07319270727,1,"2002"
"1782","23-002",4,7.04,8.52,"South",150.880005,-23.049999,-5121.37368436432,2852.86141177326,1,"2002"
"1784","23-004b",4,7.04,8.52,"South",150.889999,-23.08,-5120.72936396255,2851.33224304483,1,"2002"
"1785","23-005",4,7.04,8.52,"South",150.898666,-23.094671,-5120.60167160304,2850.24648591845,1,"2002"
"1786","23-006",4,7.04,8.52,"South",150.880005,-23.1,-5119.470011403,2851.80097067548,1,"2002"
"1787","23-007",4,7.04,8.52,"South",150.899994,-23.1,-5120.46461865437,2850.01474787569,1,"2002"
"1788","23-008",4,7.04,8.52,"South",150.991638,-23.117517,-5124.34807018186,2841.45025672329,1,"2002"
"1789","23-009",4,7.04,8.52,"South",150.899994,-23.15,-5118.55671443326,2848.95282174736,1,"2002"
"1790","23-010",4,7.04,8.52,"South",150.910004,-23.17,-5118.29004210449,2847.63328378234,1,"2002"
"1791","23-012a",4,7.04,8.52,"South",150.960007,-23.16,-5121.15569776231,2843.37771319687,1,"2002"
"1792","23-012b",4,7.04,8.52,"South",150.970001,-23.15,-5122.03389331316,2842.69657458605,1,"2002"
"1793","23-012c",4,7.04,8.52,"South",150.990005,-23.17,-5122.26114733951,2840.48393983615,1,"2002"
"1794","23-012d",4,7.04,8.52,"South",150.960007,-23.190001,-5120.00791001588,2842.74043632222,1,"2002"
"1795","23-012e",4,7.04,8.52,"South",150.934662,-23.188557,-5118.80517596292,2845.03572809918,1,"2002"
"1796","23-014",4,7.04,8.52,"South",150.970001,-23.200001,-5120.12075404665,2841.63479433374,1,"2002"
"1797","23-016",4,7.04,8.52,"South",150.970001,-23.209999,-5119.73774252114,2841.42222534761,1,"2002"
"1798","23-023",4,7.04,8.28,"South",150.922226,-23.303026,-5113.79712478737,2843.70524829223,1,"2002"
"1799","23-026",4,7.04,8.28,"South",150.937683,-23.348988,-5112.79523509089,2841.34255262119,1,"2002"
"1800","23-030",4,7.56,8.46,"South",151.080002,-23.16,-5127.09937062319,2832.64620882722,1,"2002"
"1802","23-031a",4,7.56,8.46,"South",151.070694,-23.162668,-5126.53699918531,2833.42265113522,1,"2002"
"1803","23-031b",4,7.56,8.46,"South",151.080002,-23.163368,-5126.97043710557,2832.57497497481,1,"2002"
"1805","23-033a",4,7.56,8.46,"South",151.101898,-23.19772,-5126.73620172274,2829.88885160361,1,"2002"
"1806","23-036",3,7.59,8.39,"South",151.149994,-23.4,-5121.31767164091,2821.2916270311,1,"2002"
"1807","23-037",2,7.59,8.39,"South",151.179993,-23.41,-5122.40715718299,2818.3968896945,0,"2002"
"1808","23-038",4,7.59,8.39,"South",151.169998,-23.42,-5121.52831525116,2819.07735064158,1,"2002"
"1809","23-045a",0,8.02,6.78,"South",151.908585,-23.184168,-5166.59325318479,2757.70910416393,0,"2002"
"1810","23-046",0,8.02,6.78,"South",151.785416,-23.245914,-5158.2682264048,2767.52985468826,0,"2002"
"1811","23-048",0,8.47,6.27,"South",151.93248,-23.269573,-5164.43815326002,2753.79199335574,0,"2002"
"1812","23-049",0,8.47,6.27,"South",151.774338,-23.296188,-5155.78706497432,2767.48259930839,0,"2002"
"1813","23-050",0,8.47,6.27,"South",151.889832,-23.290863,-5161.56166824518,2757.19452544789,0,"2002"
"1814","23-051",0,8.47,6.27,"South",151.965042,-23.331713,-5163.58989035364,2749.57191589213,0,"2002"
"1815","23-052",1,8.47,6.27,"South",151.960007,-23.450001,-5158.73940923815,2747.57097806754,0,"2002"
"1817","23-053",0,8.47,6.27,"South",151.880005,-23.469999,-5154.11718251254,2754.35419364926,0,"2002"
"1819","23-055",0,8.75,5.71,"South",152.059998,-23.5,-5161.57000625911,2737.52623170064,0,"2002"
"1821","23-056",3,7.59,7.09,"South",151.270004,-23.540001,-5121.77907001321,2807.57825269962,1,"2002"
"1824","23-061a",1,6.94,5.63,"South",151.33429,-23.754164,-5116.54491205606,2797.24786867288,0,"2002"
"1829","23-067c",2,6.94,5.63,"South",151.482178,-23.974159,-5115.05199960427,2779.30707829311,0,"2002"
"1840","23-076",0,8.75,5.71,"South",152.039993,-23.6,-5156.68967559847,2737.2452209931,0,"2002"
"1841","23-077",0,8.75,5.71,"South",152.153687,-23.632118,-5160.84609351973,2726.33895521529,0,"2002"
"1842","23-078",0,8.75,5.71,"South",152.179993,-23.700001,-5159.41758041915,2722.55514450429,0,"2002"
"1843","23-079",0,8.54,5.64,"South",152.270004,-23.76,-5161.31183949298,2713.19713881737,0,"2002"
"1844","23-080",0,8.54,5.64,"South",152.289993,-23.809999,-5160.27301248869,2710.35369618485,0,"2002"
"1845","23-081",0,8.54,5.64,"South",152.369995,-23.860001,-5162.06186079461,2702.10379689827,0,"2002"
"1846","23-082",0,8.54,5.64,"South",152.410004,-23.91,-5161.95232831726,2697.45594717984,0,"2002"
